GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1218465649,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,0,110,110,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465648,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,0,051,051,05,1,3.4,2,1,2,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218466353,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,057,057,05,1,8.0,2,1,2,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218465944,20250101,202501,2025,2025.0027,kam,KAMBA,,,kam,,,,,,BEN,BENIN,BEN,,,,,,,,1,043,043,04,1,2.8,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218466346,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,010,010,01,1,0.0,1,1,1,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218465496,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,111,111,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218458164,20250101,202501,2025,2025.0027,GOV,DIPLOMAT,,,,,,GOV,,,,,,,,,,,,,1,040,040,04,1,1.0,3,1,3,-7.84313725490196,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101194500,https://www.thecable.ng/benin-republic-summons-nigerien-envoy-over-terrorism-allegations/
1218380721,20250101,202501,2025,2025.0027,MED,SPOKESMAN,,,,,,MED,,,,,,,,,,,,,1,010,010,01,1,0.0,10,1,10,-5.30503978779841,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101023000,https://quicknews-africa.net/police-nab-suspected-kidnapper-in-delta-recover-ammunition-cash/
1218465650,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,0,111,111,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465493,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,0,051,051,05,1,3.4,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465497,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,kam,KAMBA,,,kam,,,,,,1,042,042,04,1,1.9,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218466685,20250101,202501,2025,2025.0027,NER,NIGER,NER,,,,,,,,BEN,BENIN,BEN,,,,,,,,0,057,057,05,1,8.0,2,1,2,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218466355,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,UAF,TERRORIST,,,,,,UAF,,,1,010,010,01,1,0.0,1,1,1,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218370054,20250101,202501,2025,2025.0027,BEN,BENINESE,BEN,,,,,,,,NER,NIGERIEN,NER,,,,,,,,1,114,114,11,3,-2.0,2,1,2,-5.58139534883721,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://guardian.ng/news/benin-protests-remarks-by-niger-junta-chief/
1218465576,20250101,202501,2025,2025.0027,CVL,RESIDENTS,,,,,,CVL,,,kam,KAMBA,,,kam,,,,,,1,051,051,05,1,3.4,10,1,10,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465492,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,kam,KAMBA,,,kam,,,,,,1,042,042,04,1,1.9,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218466786,20250101,202501,2025,2025.0027,UAF,TERRORIST,,,,,,UAF,,,BEN,BENIN,BEN,,,,,,,,0,112,112,11,3,-2.0,1,1,1,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218419971,20250101,202501,2025,2025.0027,GOV,DIPLOMAT,,,,,,GOV,,,BENGOV,BENINESE,BEN,,,,,GOV,,,1,040,040,04,1,1.0,6,1,6,-4.59770114942529,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101120000,https://guardian.ng/news/benin-republic-protests-nigers-claim-of-backing-terrorists-summons-diplomat/
1218370051,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,-12.206572769953,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://punchng.com/pdp-seeks-igs-intervention-in-edo-lg-crisis/
1218427566,20250101,202501,2025,2025.0027,NGAGOV,NIGERIA,NGA,,,,,GOV,,,,,,,,,,,,,1,020,020,02,1,3.0,10,1,10,1.46252285191956,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101133000,https://www.legit.ng/business-economy/economy/1633507-2025-road-projects-vehicles-cost-n365-billion/
1218370661,20250101,202501,2025,2025.0027,NER,NIGERIEN,NER,,,,,,,,BENGOV,BENINESE,BEN,,,,,GOV,,,1,043,043,04,1,2.8,8,1,8,-5.58139534883721,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://guardian.ng/news/benin-protests-remarks-by-niger-junta-chief/
1218466360,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,1,114,114,11,3,-2.0,10,1,10,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218466348,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NER,NIGER,NER,,,,,,,,0,040,040,04,1,1.0,3,1,3,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218370422,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,0,016,016,01,1,-2.0,2,1,2,-12.206572769953,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://punchng.com/pdp-seeks-igs-intervention-in-edo-lg-crisis/
1218466358,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,0,030,030,03,1,4.0,4,1,4,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218457897,20250101,202501,2025,2025.0027,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,010,010,01,1,0.0,9,1,5,-8.48287112561177,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101194500,https://punchng.com/benin-republic-summons-niger-diplomat-over-terrorism-allegations/
1218465641,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,,,,,,,,,,,0,110,110,11,3,-2.0,3,1,3,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218370660,20250101,202501,2025,2025.0027,NER,NIGERIEN,NER,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,043,043,04,1,2.8,2,1,2,-5.58139534883721,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://guardian.ng/news/benin-protests-remarks-by-niger-junta-chief/
1218458897,20250101,202501,2025,2025.0027,TZA,TANZANIA,TZA,,,,,,,,,,,,,,,,,,0,128,128,12,3,-5.0,10,1,10,-0.81276339554485,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101193000,https://kaloumpresse.com/2019/05/27/nouvelle-constitution-en-guinee-une-contribution-au-debat-pr-maurice-togba-zogbelemou/
1218419967,20250101,202501,2025,2025.0027,GOV,DIPLOMAT,,,,,,GOV,,,BEN,BENINESE,BEN,,,,,,,,1,040,040,04,1,1.0,2,1,2,-4.59770114942529,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101120000,https://guardian.ng/news/benin-republic-protests-nigers-claim-of-backing-terrorists-summons-diplomat/
1218458722,20250101,202501,2025,2025.0027,GOV,GOVERNANCE,,,,,,GOV,,,,,,,,,,,,,0,193,193,19,4,-10.0,10,1,10,-0.81276339554485,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101193000,https://kaloumpresse.com/2019/05/27/nouvelle-constitution-en-guinee-une-contribution-au-debat-pr-maurice-togba-zogbelemou/
1218466347,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NER,NIGERIEN,NER,,,,,,,,1,040,040,04,1,1.0,2,1,2,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218370053,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NER,NIGERIEN,NER,,,,,,,,1,042,042,04,1,1.9,2,1,2,-5.58139534883721,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://guardian.ng/news/benin-protests-remarks-by-niger-junta-chief/
1218466361,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,1,141,141,14,3,-6.5,10,1,10,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218466356,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,1,010,010,01,1,0.0,6,1,6,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218466354,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,UAF,TERRORIST,,,,,,UAF,,,1,010,010,01,1,0.0,1,1,1,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218380442,20250101,202501,2025,2025.0027,COP,POLICE,,,,,,COP,,,CRM,KIDNAPPER,,,,,,CRM,,,1,173,173,17,4,-5.0,10,1,10,-5.30503978779841,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101023000,https://quicknews-africa.net/police-nab-suspected-kidnapper-in-delta-recover-ammunition-cash/
1218465490,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,1,173,173,17,4,-5.0,5,1,5,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218370056,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NERGOV,NIGER,NER,,,,,GOV,,,1,140,140,14,3,-6.5,10,1,10,-5.58139534883721,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://guardian.ng/news/benin-protests-remarks-by-niger-junta-chief/
1218466648,20250101,202501,2025,2025.0027,MED,MEDIA,,,,,,MED,,,GOV,MINIST OF FOREIGN AFFAIRS,,,,,,GOV,,,0,040,040,04,1,1.0,2,1,2,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218466359,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,0,030,030,03,1,4.0,1,1,1,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218465491,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,173,173,17,4,-5.0,5,1,5,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218427531,20250101,202501,2025,2025.0027,LEG,SENATOR,,,,,,LEG,,,,,,,,,,,,,1,090,090,09,2,-2.0,6,1,6,1.46252285191956,4,"Akure, Ondo, Nigeria",NI,NI48,22976,7.25256,5.19312,-1998953,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101133000,https://www.legit.ng/business-economy/economy/1633507-2025-road-projects-vehicles-cost-n365-billion/
1218466787,20250101,202501,2025,2025.0027,UAF,TERRORIST,,,,,,UAF,,,BEN,BENIN,BEN,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-7.90123456790123,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218465565,20250101,202501,2025,2025.0027,CVL,COMMUNITY,,,,,,CVL,,,GOV,GOVERNOR,,,,,,GOV,,,0,051,051,05,1,3.4,10,1,10,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218380825,20250101,202501,2025,2025.0027,SPY,OPERATIVE,,,,,,SPY,,,,,,,,,,,,,1,180,180,18,4,-9.0,5,1,5,-5.30503978779841,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101023000,https://quicknews-africa.net/police-nab-suspected-kidnapper-in-delta-recover-ammunition-cash/
1218465946,20250101,202501,2025,2025.0027,kam,KAMBA,,,kam,,,,,,GOV,GOVERNOR,,,,,,GOV,,,1,043,043,04,1,2.8,8,1,8,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465495,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,110,110,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465675,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,kam,KAMBA,,,kam,,,,,,1,042,042,04,1,1.9,8,1,8,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218466533,20250101,202501,2025,2025.0027,GOV,MINIST OF FOREIGN AFFAIRS,,,,,,GOV,,,MED,MEDIA,,,,,,MED,,,0,040,040,04,1,1.0,2,1,2,-7.90123456790123,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101220000,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
1218370058,20250101,202501,2025,2025.0027,BENGOV,BENINESE,BEN,,,,,GOV,,,NER,NIGERIEN,NER,,,,,,,,1,042,042,04,1,1.9,8,1,8,-5.58139534883721,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://guardian.ng/news/benin-protests-remarks-by-niger-junta-chief/
1218370443,20250101,202501,2025,2025.0027,GOV,MINISTRY,,,,,,GOV,,,LEG,NATIONAL ASSEMBLY,,,,,,LEG,,,0,071,071,07,2,7.4,4,1,4,-0.59435364041604,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://punchng.com/fg-votes-n365bn-for-new-road-projects/
1218455632,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,051,051,05,1,3.4,5,1,5,-7.54716981132076,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101191500,https://dailypost.ng/2025/01/01/terrorism-allegations-benin-summons-nigers-envoy/
1218465644,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,,,,,,,,,,,0,111,111,11,3,-2.0,3,1,3,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465489,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,,,,,,,,,,,1,1053,105,10,3,-5.0,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218419766,20250101,202501,2025,2025.0027,BEN,BENIN,BEN,,,,,,,,NERGOV,NIGER,NER,,,,,GOV,,,1,040,040,04,1,1.0,2,1,2,-4.59770114942529,1,Benin,BN,BN,,9.5,2.25,BN,1,Niger,NG,NG,,16.0,8.0,NG,1,Benin,BN,BN,,9.5,2.25,BN,20250101120000,https://guardian.ng/news/benin-republic-protests-nigers-claim-of-backing-terrorists-summons-diplomat/
1218457899,20250101,202501,2025,2025.0027,,,,,,,,,,,BEN,BENIN,BEN,,,,,,,,1,141,141,14,3,-6.5,9,1,5,-8.48287112561177,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101194500,https://punchng.com/benin-republic-summons-niger-diplomat-over-terrorism-allegations/
1218370395,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,,,,,,,,,,,0,016,016,01,1,-2.0,3,1,3,-12.206572769953,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101003000,https://punchng.com/pdp-seeks-igs-intervention-in-edo-lg-crisis/
1218465945,20250101,202501,2025,2025.0027,kam,KAMBA,,,kam,,,,,,BENGOV,BENIN,BEN,,,,,GOV,,,1,043,043,04,1,2.8,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218457982,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,,,,,,,,,,,0,010,010,01,1,0.0,10,1,5,-8.48287112561177,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101194500,https://punchng.com/benin-republic-summons-niger-diplomat-over-terrorism-allegations/
1218465494,20250101,202501,2025,2025.0027,BENGOV,BENIN,BEN,,,,,GOV,,,GOV,ADMINISTRATION,,,,,,GOV,,,0,051,051,05,1,3.4,1,1,1,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218465636,20250101,202501,2025,2025.0027,GOV,GOVERNOR,,,,,,GOV,,,,,,,,,,,,,0,051,051,05,1,3.4,6,1,6,3.21637426900585,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250101214500,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
1218494560,20250102,202501,2025,2025.0055,GOV,GOVERNMENT,,,,,,GOV,,,,,,,,,,,,,1,181,181,18,4,-9.0,10,1,10,-10.1827676240209,1,Benin,BN,BN,,9.5,2.25,BN,0,,,,,,,,1,Benin,BN,BN,,9.5,2.25,BN,20250102051500,https://www.peoplesdailyng.com/edo-pdp-raises-alarm-over-alleged-abduction-of-councilors/
1218588644,20250102,202501,2025,2025.0055,GOV,GOVERNMENT,,,,,,GOV,,,BEN,BENIN,BEN,,,,,,,,1,010,010,01,1,0.0,4,1,4,-7.53424657534246,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,1,Benin,BN,BN,,9.5,2.25,BN,20250102200000,https://dailypost.ng/2025/01/02/many-injured-as-edo-lg-councils-impeach-chairmen/
