GLOBALEVENTID,SQLDATE,SOURCEURL,text
1247096954,2025-05-31,https://leadership.ng/ijaw-community-seeks-nddcs-intervention-on-road-project-abandoned-for-11-years/,### Zamfara North Senators Sponsored Less Than 10 Bills In 28 Years – Shinkafi
1247120003,2025-05-31,https://www.legit.ng/entertainment/celebrities/1657682-annie-idibia-macaulay-arrives-zimbabwe-international-guest-honour-prestigious-event/,"* **Actress Annie Idibia 'Macaulay' has arrived in the southern African country, Zimbabwe, for an event as an international guest of honour**
 * **A video recently emerged showing Annie Idibia on a plane departing Nigeria for Zimbabwe**
 * **Annie Idibia also shared clips showing how she was welcomed in Zimbabwe amid cheers and jubilation from citizens**

Nollywood actress and model Annie Idibia, now known as Annie Macaulay, has arrived in Zimbabwe for an event.

On Friday, May 30, Annie shared a video of herself on a plane as she announced to her fans and supporters that she was travelling to Zimbabwe for an event titled ""Zimbabwe Unrecognised Men & Women in Business Prestigious Awards and Business Luncheon,"" which takes place on Saturday, May 31.

Annie Idibia speaks on her trip to Zimbabwe for awards ceremony. Credit: annieidibia 
Source: Instagram

The mother of two disclosed she was invited as an 'International Guest of Honour.'

> ""Zimbabweans and all my Nigerian friends based in Zimbabwe , join me on the 31st of May 2025 at 📍7 Teviotdale Rd Borrowdale West in Harare , Zimbabwe,"" Annie wrote in a caption.

[](-2babas-wife-natasha-delivers-speech-behalf-childrens-day-event-video-ignites-reactions/)Read also2Baba’s wife Natasha delivers speech on his behalf at Children’s Day event, video ignites reactions

After she landed in Zimbabwe, Annie shared a series of clips on her Instastory showing how she was received in the Southern African country.

A clip captured people playing drums, while ot"
1247119573,2025-05-31,https://leadership.ng/i-dont-interfere-with-edo-lg-funds-gov-okpebholo/,### Domestic Refineries Get 28.5m Barrels Crude From Producers In Q1
1247119572,2025-05-31,https://leadership.ng/i-dont-interfere-with-edo-lg-funds-gov-okpebholo/,### Domestic Refineries Get 28.5m Barrels Crude From Producers In Q1
1220203931,2025-01-12,https://thepeninsulaqatar.com/article/12/01/2025/al-qaeda-linked-militant-group-claims-deadly-benin-attack,"CHAIRMAN:**DR. KHALID BIN THANI AL THANI**

EDITOR-IN-CHIEF:**PROF. KHALID MUBARAK AL-SHAFI**

### World / Africa 

# Al Qaeda-linked militant group claims deadly Benin attack

Published: 12 Jan 2025 - 08:27 pm | Last Updated: 12 Jan 2025 - 08:29 pm

File photo for representation only / AFP

##### AFP 

Cotonou: An Al Qaeda-linked militant group on Friday claimed responsibility for an attack in northern Benin near the borders with Burkina Faso and Niger that killed at least 28 troops this week.

The raid, which was the deadliest the Beninese army has suffered in years, took place late Wednesday in the border area between Benin and its insurgency-hit neighbours.

Attacks in northern Benin have increased in recent years with authorities accusing the Islamic State and Al Qaeda groups based in neighbouring countries, including the Group to Support Islam and Muslims (JNIM).

##### Read Also

 * Qatar strongly condemns attack in Republic of Benin

""Our brothers the mujahideen were able to storm a Beninese army post in Oouda in Karimama province,"" the JNIM said in a statement cited and translated by the US group Site Intelligence.

The jihadist group, which operates in Mali, Burkina Faso and Niger, claimed a death toll of more than 30 and said it had seized weapons, ammunition and a drone, according to the statement cited by Site Intelligence.

A high-ranking military official told AFP on Thursday on condition of anonymity that 28 soldiers had been killed.

Beninese authorities, who rarely comment on attacks, reported in April 2023 about 20 cross-border incursions since 2021.

Army chief Colonel Faizou Gomina in a statement late Thursday said his forces had suffered a ""very heavy loss"".

Benin in January 2022 launched Operation Mirador to secure its borders amid a surge of jihadist violence in west Africa and deployed nearly 3,000 troops.

The authoritie"
1220204028,2025-01-12,https://thepeninsulaqatar.com/article/12/01/2025/al-qaeda-linked-militant-group-claims-deadly-benin-attack,"CHAIRMAN:**DR. KHALID BIN THANI AL THANI**

EDITOR-IN-CHIEF:**PROF. KHALID MUBARAK AL-SHAFI**

### World / Africa 

# Al Qaeda-linked militant group claims deadly Benin attack

Published: 12 Jan 2025 - 08:27 pm | Last Updated: 12 Jan 2025 - 08:29 pm

File photo for representation only / AFP

##### AFP 

Cotonou: An Al Qaeda-linked militant group on Friday claimed responsibility for an attack in northern Benin near the borders with Burkina Faso and Niger that killed at least 28 troops this week.

The raid, which was the deadliest the Beninese army has suffered in years, took place late Wednesday in the border area between Benin and its insurgency-hit neighbours.

Attacks in northern Benin have increased in recent years with authorities accusing the Islamic State and Al Qaeda groups based in neighbouring countries, including the Group to Support Islam and Muslims (JNIM).

##### Read Also

 * Qatar strongly condemns attack in Republic of Benin

""Our brothers the mujahideen were able to storm a Beninese army post in Oouda in Karimama province,"" the JNIM said in a statement cited and translated by the US group Site Intelligence.

The jihadist group, which operates in Mali, Burkina Faso and Niger, claimed a death toll of more than 30 and said it had seized weapons, ammunition and a drone, according to the statement cited by Site Intelligence.

A high-ranking military official told AFP on Thursday on condition of anonymity that 28 soldiers had been killed.

Beninese authorities, who rarely comment on attacks, reported in April 2023 about 20 cross-border incursions since 2021.

Army chief Colonel Faizou Gomina in a statement late Thursday said his forces had suffered a ""very heavy loss"".

Benin in January 2022 launched Operation Mirador to secure its borders amid a surge of jihadist violence in west Africa and deployed nearly 3,000 troops.

The authoritie"
1220161448,2025-01-12,https://www.malaymail.com/news/life/2025/01/12/the-women-behind-the-magic-voodoo-traditions-thrive-in-benin/162920,"Life

# The women behind the magic: Voodoo traditions thrive in Benin

[](/cdn-cgi/l/email-protection#f0cacf8385929a959384cda49895d0879f9d959ed0929598999e94d0849895d09d91979993cad0a69f9f949f9fd0848291949984999f9e83d0849882998695d0999ed0b2959e999ed6929f9489cd9884848083cadfdf878787de9d919c91899d91999cde939f9ddf9e958783df9c999695dfc2c0c2c5dfc0c1dfc1c2df849895dd879f9d959edd929598999e94dd849895dd9d91979993dd869f9f949f9fdd848291949984999f9e83dd849882998695dd999edd92959e999edfc1c6c2c9c2c0 ""Share Article By Email"")

[](+women+behind+the+magic%3A+Voodoo+traditions+thrive+in+Benin https%3A%2F%2F ""Share Article on Whatsapp"")

[]( women behind the magic: Voodoo traditions thrive in Benin ""Share Article on Twitter"")

[](:// ""Share Article on Facebook"")

An Egungun, a visible manifestation of the spirits of departed ancestors who periodically revisit the human community for remembrance, celebration, and blessings dances as musicians cheer in Ouidah, on January 9, 2025 during the first day of the Voodoo Festival. — AFP pic

Stay updated on the latest news and insights. Subscribe to our newsletter here

(New users only) It's tax relief season! Get up to RM300 when you save with Versa! Plus, enjoy an additional FREE RM10 when you sign up using code VERSAMM10 with a min. cash-in of RM100 today. T&Cs apply.

Sunday, 12 Jan 2025 7:38 PM MYT

×

OUIDAH, Jan 12 — Clad in white and pink, Deborah Bossou, 25, blends vibrant song with dance as she immerses herself with fellow practitioners in Vodun, traditional voodoo celebrations in Benin.

This weekend brought the traditiona"
1220205476,2025-01-12,https://www.thenews.com.pk/latest/1271558-struggling-djimon-hounsou-calls-out-hollywood-pay-gap-im-underpaid,"[]()

Entertainment

# 'Struggling' Djimon Hounsou calls out Hollywood pay gap: 'I'm underpaid'

The two-time Oscar-nominated actor reveals he is 'still struggling to make a living' despite decades in the industry

By Web Desk

Published January 13, 2025

Djimon Hounsou is well-known for his roles in 'Blood Diamond,' 'Gladiator,' and 'Amistad'

Djimon Hounsou is speaking candidly about the challenges of making it in Hollywood as a person of color, even with an impressive career spanning over two decades. 

Appearing on _CNN’s African Voices Changemakers_ , the two-time Oscar nominee revealed that he’s still not earning what he deserves, despite starring in blockbuster hits like _Gladiator_ and _Blood Diamond_.

Advertisement

“I’m still struggling to make a living,” Hounsou admitted during the interview. “I’ve been in the filmmaking business for over two decades with two Oscar nominations and many blockbuster films, and yet, I’m definitely underpaid.”

The 60-year-old actor also reflected on being overlooked by the Academy for his breakout role as Cinqué in Steven Spielberg’s _Amistad_ (1997). Although the performance earned him a Golden Globe nomination, Hounsou believes his background influenced the Oscars’ decision to exclude him.

“They ignored me for the Oscars because they thought that I had just come off the boat and the streets,” he said. “Even though I successfully did that, they just didn’t feel like I was an actor to whom they should pay any respect.”

Hounsou, who was born in Benin, also pointed out that Hollywood still has a long way to go in addressing systemic racism and embracing true diversity. “This conceptual idea of diversity still has a long way to go,” he explained. “Systemic racism won’t change like that anytime soon.”

Despite the obstacles, Hounsou continues to use his platform to push for change in the industry.

Share this story:

 * [ ]("
1220198614,2025-01-12,https://www.bignewsnetwork.com/news/274934534/uae-condemns-terrorist-attack-on-military-site-in-benin,"# UAE condemns terrorist attack on military site in Benin

ABU DHABI, 12th January, 2025 (WAM) -- The UAE has strongly condemned the terrorist attack that targeted a military site in the Alibori region of Benin, which resulted in the death of a number of soldiers.

In a statement, the Ministry of Foreign Affairs (MoFA) affirmed that the UAE expresses its strong condemnation of these criminal acts and its permanent rejection of all forms of violence and terrorism aimed at undermining security and stability in contravention of international law.

The Ministry expressed its sincere condolences and sympathy to the government and people of Benin and to the families of the victims of this heinous attack."
1220234481,2025-01-13,https://www.singaporestar.com/news/274934534/uae-condemns-terrorist-attack-on-military-site-in-benin,"## UAE condemns terrorist attack on military site in Benin

WAM 
13 Jan 2025, 00:38 GMT+10

ABU DHABI, 12th January, 2025 (WAM) -- The UAE has strongly condemned the terrorist attack that targeted a military site in the Alibori region of Benin, which resulted in the death of a number of soldiers.

In a statement, the Ministry of Foreign Affairs (MoFA) affirmed that the UAE expresses its strong condemnation of these criminal acts and its permanent rejection of all forms of violence and terrorism aimed at undermining security and stability in contravention of international law.

The Ministry expressed its sincere condolences and sympathy to the government and people of Benin and to the families of the victims of this heinous attack.

##### Share article:

Shares 

Share

Tweet

Share

Flip

Email

### Watch latest videos

##### Subscribe and Follow

Get a daily dose of Singapore Star news through our daily email, its complimentary and keeps you fully up to date with world and business news as well. 

 * 
 * 
 * 
 * 

#### News RELEASES

Publish news of your business, community or sports group, personnel appointments, major event and more by submitting a news release to Singapore Star. 

More Information

****

null in null

### International

Section

##### Drones narrowly miss passenger jets near major US airports

[](/news/278179434/drones-pose-increasing-risk-to-airliners-near-major-us-airports)

WASHINGTON, D.C.: In November, a passenger plane was about to land at San Francisco airport when the pilots suddenly saw a drone flying... 

##### [Christian man to appeal"
1220159795,2025-01-12,https://www.modernghana.com/entertainment/79532/im-still-struggling-financially-oscar-nominated.html,"# I’m still struggling financially — Oscar-nominated actor Djimon Hounsou 

__Sun, 12 Jan 2025

____

Beninese-American actor Djimon Hounsou, celebrated for his powerful performances in films such as Gladiator and Blood Diamond, has recently opened up about his ongoing financial struggles despite over two decades in the film industry.

In an interview on CNN’s African Voices Changemakers, Hounsou revealed that he continues to face significant financial challenges, which he attributes to being underpaid in Hollywood.

“I’m still struggling to make a living. I’ve been in the filmmaking business for over two decades with two Oscar nominations and many blockbuster films, and yet, I’m still struggling financially. I’m definitely underpaid,” Hounsou explained, expressing his frustration despite his extensive career.

Hounsou also shared his experiences with racism in Hollywood. He recounted being overlooked for an Academy Award nomination despite his Golden Globe recognition. “I was nominated for the Golden Globe, but they ignored me for the Oscars because they thought that I had just come off the boat and the streets,” he said. “Even though I successfully did that, they just didn’t feel like I was an actor to whom they should pay any respect.”

Despite the industry’s increasing focus on diversity, Hounsou emphasized that true inclusivity and equality are still far from being achieved. “This conceptual idea of diversity still has a long way to go. Systemic racism won’t change like that anytime soon,” he stated.

Over the years, Hounsou has starred in several notable films, including Amistad, Constantine, Guardians of the Galaxy, Aquaman, and Furious 7. His performances have earned him critical acclaim and a dedicated fan base, yet his candid revelations highlight the ongoing challenges faced by actors of colour in Hollywo"
1220159796,2025-01-12,https://www.modernghana.com/entertainment/79532/im-still-struggling-financially-oscar-nominated.html,"# I’m still struggling financially — Oscar-nominated actor Djimon Hounsou 

__Sun, 12 Jan 2025

____

Beninese-American actor Djimon Hounsou, celebrated for his powerful performances in films such as Gladiator and Blood Diamond, has recently opened up about his ongoing financial struggles despite over two decades in the film industry.

In an interview on CNN’s African Voices Changemakers, Hounsou revealed that he continues to face significant financial challenges, which he attributes to being underpaid in Hollywood.

“I’m still struggling to make a living. I’ve been in the filmmaking business for over two decades with two Oscar nominations and many blockbuster films, and yet, I’m still struggling financially. I’m definitely underpaid,” Hounsou explained, expressing his frustration despite his extensive career.

Hounsou also shared his experiences with racism in Hollywood. He recounted being overlooked for an Academy Award nomination despite his Golden Globe recognition. “I was nominated for the Golden Globe, but they ignored me for the Oscars because they thought that I had just come off the boat and the streets,” he said. “Even though I successfully did that, they just didn’t feel like I was an actor to whom they should pay any respect.”

Despite the industry’s increasing focus on diversity, Hounsou emphasized that true inclusivity and equality are still far from being achieved. “This conceptual idea of diversity still has a long way to go. Systemic racism won’t change like that anytime soon,” he stated.

Over the years, Hounsou has starred in several notable films, including Amistad, Constantine, Guardians of the Galaxy, Aquaman, and Furious 7. His performances have earned him critical acclaim and a dedicated fan base, yet his candid revelations highlight the ongoing challenges faced by actors of colour in Hollywo"
1220178440,2025-01-12,https://www.icihaiti.com/article-44043-icihaiti-politique-signature-d-un-accord-de-defense-militaire-reciproque-avec-le-benin.html,"[](/) 
--- 

 * **Accueil**
 * **English**
 * **HaitiLibre.com**

| | 
--- 
| [](javascript:wo\('/email', 600, 330\))| 
---|--- 
| []()| 
---|--- 
| []()| 
---|--- 
| [](/rss-flash.xml)| 
---|--- 

[]() 
--- 

| | | | | | 
---|---|---|---|---|---|--- 
| 
| []() 
--- 

Zapping Haïti du 5 mai 2026 

Haïti : L’ONA partenaire avec l’influenceuse haïtienne Ariana Milagro Lafond 

Haïti - Adressage et numérotage de la ville de Cap-Haïtien 

Haïti : Suivi des grands chantiers d’infrastructures, au Parc Industriel de Caracol (vidéo) 

FLASH : Hausse de 46% du salaire minimum de la sous traitance en Haïti 

**\+ de nouvelles** 

iciHaïti - Cap-Haïtien : Constructions interdites aux abords de l’Aéroport International 

iciHaïti - Nord : Saisie de 1,376 kilos de marijuana dans les eaux haïtiennes 

[iciHaïti - Environnement : «Agissons aujourd’hui pour sauver demain»](/article-47447"
1220192653,2025-01-12,https://www.alwihdainfo.com/Benin-Au-moins-six-morts-dans-un-incendie-a-Ayelawadje-1-Cotonou_a137929.html,"Le bilan provisoire de cette tragédie fait état de 6 morts et de nombreux blessés, dont la situation reste préoccupante. Les dégâts matériels sont considérables, affectant gravement les habitations et les infrastructures du quartier. 

**Réactions et Soutien** 

Les autorités locales ont exprimé leur solidarité avec les victimes et leurs familles, et des efforts sont en cours pour fournir assistance et soutien aux personnes touchées par cet incident tragique. Des enquêtes pourraient également être lancées pour déterminer les causes de cet incendie. 

Face à cette tragédie, les autorités locales, les services de secours et l’ensemble de la communauté se mobilisent pour apporter une réponse rapide et efficace. Les opérations de secours sont en cours afin de porter assistance aux victimes et d’évaluer les dégâts."
1220192873,2025-01-12,https://www.dakaractu.com/Manifestations-prevues-a-Abidjan-contre-la-sortie-du-Mali-de-la-CEDEAO-Ce-qu-en-pense-l-essayiste-et-editeur-franco_a257536.html,"* * *

[]() | 

* * *

[]() 
---|--- 

* * *

* * *

[]() | Laser du Lundi | Contribution | Télévision | Radio | People & Sports | Newsletter | Soumettre article 
---|---|---|---|---|---|---|--- 

* * *

* * *

[]()

Accueil > Actu

* * *

# Manifestations prévues à Abidjan contre la sortie du Mali de la CEDEAO: Ce qu’en pense l’essayiste et éditeur franco-camerounais, Charles Onana 

Le retrait des pays de l’Alliance de Etats du Sahel (AES) de la Communauté économique des États de l'Afrique de l'Ouest (CEDEAO) reste un sujet brûlant dans l'opinion publique africaine. Le 11 janvier, les Maliens vivant à Abidjan, avaient prévu de manifester contre le retrait de Bamako du bloc économique. Selon une source contactée à Abidjan, ces manifestations avaient été effectivement programmées. Mais certains experts y voyant une mobilisation de la partie française, toujours soucieuse de maintenir sa présence dans la région et s'interrogeant même sur les contours de la manifestation. 

Selon Charles Onana, politologue, journaliste d'enquête, essayiste et éditeur franco-camerounais, la France a été contrainte de retirer ses troupes du Burkina Faso, du Mali et du Niger au cours des dernières années, mais Paris n'a pas l'intention d'abandonner une région d'intérêt et un territoire pour exploiter les ressources naturelles: « Malgré l'annonce de la réduction de la présence militaire française en Afrique, l'ancienne métropole cherche à renforcer ses positions dans les pays voisins afin de maintenir son influence, ce qui constitue une menace pour le Mali, le Burkina Faso et le Niger », a t-il noté ajoutant que « les méthodes de l’ancien mét"
1220192015,2025-01-12,https://dailypost.ng/2025/01/12/house-wife-arrested-for-allegedly-inflicting-injury-on-minors-private-part/,"A housewife, identified as Mrs Abigail Oluwarotimi has been reportedly arrested by the Uromi Divisional Police for allegedly inflicting injuries on a 15-year-old boy’s private part and other parts of his body.

DAILY POST reports that the incident was made public by civil rights activists, led by Enabulele Larry.

Larry, who reported the matter to the divisional police headquarters in Uromi, also posted the information on a press interactive platform being operated by the Public Relations department of the Edo State Police Command.

It was gathered that the suspect committed the offence in Uromi, Esan North East local government of Edo State.

According to Larry’s post, the minor a pupil of Idumeka primary school Igueben, was handed over to the headmistress of the school after she approached the mother, Mrs Blessing Kadir, that she should allow the boy to stay with her.

“The minor’s mother reportedly denied the request but after much pleas from the headmistress who said she had noticed the good quality of the minor, she later agreed to allow him to go with her.

“The headmistress later handed over the minor to her daughter-in-law, Mrs Abigail Oluwarotimi, to stay with them.

“On January 9, 2025, Mrs Blessing, saw his son in her compound at Idumeka quarters, in Igueben Local Government Area walking abnormally, and upon interrogation, the young boy explained that the Head-teacher later gave him to her son’s wife (Mrs Abigail) who used a hot knife from fire to inflict injuries on his private part”, he said.

Mr. Larry added that the boy explained that Mrs. Abigail deposited some contraceptive substances on his body through his laps.

He explained further that the development, however, prompted the mother to inquire from Abigail why she inflicted injuries on her son and also deposited some contraceptive substances in his private part.

He said Mrs Abigail told the boy’s mother that her son raped her three years old daughter.

The activist also stated that the minor tol"
1220192084,2025-01-12,https://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/,"# ECOWAS condemns deadly attacks in Benin, expresses solidarity 

January 12, 2025 7:25 pm 

ECOWAS Parliament

By Gift Habib

Kindly share this story:

 * 
 * 
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/)
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/)
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/)
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/&text=ECOWAS condemns deadly attacks in Benin, expresses solidarity)

**Getting yourTrinity Audio player ready...**

The Economic Community of West African States has condemned the recent violent attacks in Northern Benin that claimed dozens of lives. 

The attacks occurred on Wednesday in the Point Trible area and were carried out by unidentified armed individuals. 

In a statement on Sunday, the ECOWAS Commission extended its condolences to the government, security forces, and people of Benin, as well as to the families of soldiers who lost their lives in the line of duty. 

ECOWAS wished for a speedy recovery, which was also conveyed to those injured in the incident.

“The Commission of the Economic Community of West African States (ECOWAS Commission) unequivocally condemns the heinous attacks in the Point Trible area by unidentified armed men on Wednesday, 8 January 202"
1220192085,2025-01-12,https://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/,"# ECOWAS condemns deadly attacks in Benin, expresses solidarity 

January 12, 2025 7:25 pm 

ECOWAS Parliament

By Gift Habib

Kindly share this story:

 * 
 * 
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/)
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/)
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/)
 * [](://punchng.com/ecowas-condemns-deadly-attacks-in-benin-expresses-solidarity/&text=ECOWAS condemns deadly attacks in Benin, expresses solidarity)

**Getting yourTrinity Audio player ready...**

The Economic Community of West African States has condemned the recent violent attacks in Northern Benin that claimed dozens of lives. 

The attacks occurred on Wednesday in the Point Trible area and were carried out by unidentified armed individuals. 

In a statement on Sunday, the ECOWAS Commission extended its condolences to the government, security forces, and people of Benin, as well as to the families of soldiers who lost their lives in the line of duty. 

ECOWAS wished for a speedy recovery, which was also conveyed to those injured in the incident.

“The Commission of the Economic Community of West African States (ECOWAS Commission) unequivocally condemns the heinous attacks in the Point Trible area by unidentified armed men on Wednesday, 8 January 202"
1220182299,2025-01-12,https://theeagleonline.com.ng/primate-ayodeles-2025-prophecies-for-namibia-kenya-benin-uganda-ethiopia-others/,"Share

 __ Facebook __ Twitter __ LinkedIn __ Pinterest __ Email 

[]()

[](-ayodeles-2025-prophecies-for-namibia-kenya-benin-uganda-ethiopia-others%2F&linkname=Primate%20Ayodele%E2%80%99s%202025%20prophecies%20for%20Namibia%2C%20Kenya%2C%20Benin%2C%20Uganda%2C%20Ethiopia%2C%20others ""Facebook"")[]("
1220221423,2025-01-13,https://atlantablackstar.com/2025/01/12/djimon-hounsou-systemic-racism-struggles-financially/,"Academy Award-nominated actor Djimon Hounsou has revealed that despite his solid career spanning over two decades, the Benin actor still struggling to make ends meet in Hollywood.

In a candid interview with CNN Africa that has sparked widespread discussion, Hounsou shocked viewers with his financial reality.

“I’m still struggling trying to make a living,” Hounsou stated plainly.

When host Larry Madowo expressed surprise, asking, “After 30 years in this business?”

Djimon Hounsou Calls Out Systemic Racism, Says He Still Struggles to Make Ends Meet Despite Being An Oscar Winner (Photo: @djimon_hounsou/Instagram) 

Hounsou elaborated, “I’ve been in the business and making films now over two decades and still you know with two nomination Oscar nominations many big blockbuster films and yet I have still struggling financially to make a living definitely.”

“I was nominated for a Golden Globe, but they ignored me for the Oscars, talking about the fact that they thought that just came off the boat and off the streets even though I successfully did that, it just didn’t feel like that was an actor for whom we should pay any respect to,” he explained about the systemic racism he’s faced.

> Oscar-nominated actor @djimonhounsou gets real about systemic racism, being underpaid, and the struggle for genuine diversity in Hollywood. The actor shares his unfiltered story with @LarryMadowo , offering insight into how it inspired his philanthropic work on #CNNAfricanVoices pic.twitter.com/tOHgWm7Ob5
> 
> — CNN Africa (@CNNAfrica) January 10, 2025

When the “Art of Dialogue” [posted ]("
1220228008,2025-01-13,http://malijet.com/actualite-sur-afrique/298347-la-cedeao-condamne-une-attaque-meurtriere-dans-le-nord-du-benin.html,"A NE PAS MANQUER | Mali : Remaniement stratégique au ministère de la Défense par décrets présidentiels

ALERTE | Lutte contre le terrorisme : Les FAMa mènent une offensive aérienne d'envergure sur trois fronts

URGENT | Burkina Faso : Le CSC ordonne l’interdiction de diffusion de TV5 Monde

##### 

#### La Cédéao condamne une attaque meurtrière dans le nord du Bénin

##### 

Partager : 

 __ __ __"") __

Date : 12 janvier 2025

 **Omar Alieu Touray, président de la Commission de la Cédéao/@DR** 

**L’attaque perpétrée dans le nord du Bénin, revendiquée par le JNIM, a fait plusieurs dizaines de victimes parmi les soldat"
1220243090,2025-01-13,https://lanouvelletribune.info/2025/01/unite-nationale-au-benin-une-solution-efficace-contre-lenracinement-du-terrorisme/,"Armée béninoise (DR)

FacebookTwitterWhatsApp

L’absence de consensus politique au Bénin pourrait créer un terrain propice à l’enracinement du terrorisme, surtout à l’approche des élections générales de 2026. Les divergences politiques et l’instabilité qui pourrait en découlent, affaiblissent les institutions étatiques, réduisant leur capacité à répondre efficacement aux menaces sécuritaires. Cette situation peut être exploitée par des groupes extrémistes cherchant à s’implanter dans des zones où l’autorité de l’État est fragilisée.

Selon un rapport de l’**Organisation de coopération et de développement économiques (Ocde)** , les conflits politiques internes et l’instabilité gouvernementale sont des facteurs qui peuvent être exploités par des mouvements terroristes pour étendre leur influence. Le **Groupe d’action financière (Gafi)** , pense dans un rapport que l’instabilité politique en Afrique de l’Ouest est un facteur favorable au terrorisme. Dans un autre rapport, la coordination sud souligne que l’instabilité politique en **Afrique de l’Ouest** , y compris au Bénin, affaiblit les structures sociales et économiques, créant un terreau fertile pour des maux tels que le terrorisme et le crime organisé.[](-content/uploads/L"
1220235445,2025-01-13,https://www.tag911.ae/news/local-news/uae-condemns-armed-attack-on-military-site-in-benin/,"Monday, 13 January 2025 06:25 

By ARN News Staff 

 * Share on Facebook 
 * Share on Messenger 
 * Share on Messenger 
 * Share on X 
 * Share on Whatsapp 

File Photo

The UAE has strongly condemned the targeted attack on a military site in the West African nation of Benin. 

The Ministry of Foreign Affairs reaffirmed its permanent rejection of all forms of violence and terrorism aimed at undermining security and stability.

It expressed its sincere condolences and sympathy to the government and people of Benin and to the families of the victims.

The attack near the Burkina Faso-Niger border reportedly killed at least 30 soldiers, the national guard's chief of staff, Colonel Faizou Gomina, said.

An al-Qaeda-linked group claimed responsibility for the attack, seizing weapons, ammunition and a drone, according to the statement cited by Site Intelligence. 

Groups linked to ISIS and al-Qaeda have expanded their presence in West Africa over the last few years, most notably in Burkina Faso, Mali, and Niger, resulting in increased cross-border attacks"
1220254891,2025-01-13,https://dailypost.ng/2025/01/13/ecowas-condemns-terror-attacks-in-northern-benin/,"The Economic Community of West African States, ECOWAS, has strongly condemned the recent terror attacks in Northern Benin, which left dozens dead.

The attacks, which took place on Wednesday, January 8, in the Point Trible area, were carried out by unidentified armed individuals, targeting local communities and security forces.

In a statement released on Sunday, the ECOWAS Commission expressed its condolences to the government, security forces, and people of Benin, particularly the families of the fallen soldiers.

“The Commission of the Economic Community of West African States unequivocally condemns the heinous attacks in the Point Trible area by unidentified armed men on Wednesday, 8 January 2025, which resulted in dozens of casualties,” the statement read.

The regional body reaffirmed its commitment to combating terrorism across West Africa, stating the importance of its Counterterrorism Plan of Action, which aims to address the growing threat of violent extremism.

The ECOWAS Commission extended solidarity to the government and people of Benin and pledged to continue supporting member states in their efforts to safeguard the security and well-being of their citizens.

“ECOWAS remains steadfast in its commitment to eradicating terrorism in West Africa, including through the ongoing operationalization of the Counterterrorism Plan of Action in all its forms,” the statement continued.

The organization also urged member states to intensify regional cooperation, particularly in intelligence sharing and border security, to tackle the threat of terrorism effectively.

 Up Next Arewa youths accuse CBN of secret recruitment to replace 1000 sacked staff 

 Don't Miss Hunger: Jigawa allocates funds to tackle malnutrition 

#### You may like

[
 * China hands over new ECOW"
1220210413,2025-01-12,https://www.tell.ng/edo-state-govt-police-commissioner-assure-12-year-old-gang-raped-girl-of-justice-as-three-suspects-are-nabbed/,"* Facebook
 * Twitter
 * Pinterest
 * LinkedIn
 * WhatsApp
 * Telegram
 * Copy Link

 Follow ;)

( 0 Followers )

X

### Follow

### 
The Edo State government and the state police command have assured that justice would be done in the case of a 12-year-old girl **gang-raped** allegedly by five men on Christmas eve of 2024 at Igiafodo Awuyemi in Okpella, Etsako East Local Government Area of Edo State. Three of the suspects are already in police net. 
Speaking during a visit to Esther at the Diasy Ehanire Danjuma Centre, Benin City, a special facility for the care of abused women where the victim was receiving med"
1220210473,2025-01-12,https://www.tell.ng/edo-state-govt-police-commissioner-assure-12-year-old-gang-raped-girl-of-justice-as-three-suspects-are-nabbed/,"* Facebook
 * Twitter
 * Pinterest
 * LinkedIn
 * WhatsApp
 * Telegram
 * Copy Link

 Follow ;)

( 0 Followers )

X

### Follow

### 
The Edo State government and the state police command have assured that justice would be done in the case of a 12-year-old girl **gang-raped** allegedly by five men on Christmas eve of 2024 at Igiafodo Awuyemi in Okpella, Etsako East Local Government Area of Edo State. Three of the suspects are already in police net. 
Speaking during a visit to Esther at the Diasy Ehanire Danjuma Centre, Benin City, a special facility for the care of abused women where the victim was receiving med"
